,item,longitude,latitude
1093,Bioscientia Ctr Human Genet,38.5,9.06667
1094,Biothera Pharmaceut Inc,106.27306,38.46806
1095,Birkbeck University London,-0.1302155,51.5218449
1096,Birla Institute Of Technology Science Pilani Bits Pilani,75.60296,28.3654
1097,Bishops University,-71.8446557,45.3608519
1098,Bjorknes Coll,-6.56261,56.62451
1099,Boston College,-71.1681386,42.3354481
1100,Boston Va Res Inst,-72.3280087,18.5736816
1101,Bowdoin College,-69.9616746,43.90825
1102,Boyer Ctr Mol Med,39.61417,24.46861
1103,Brd Inst Mit Harvard,-88.61371,42.42224
1104,Brehm Ctr,6.1230312,51.0885723
1105,Bristol Royal Hospital For Children,-2.5970425,51.4577724
1106,British Columbia Childrens Hosp Vancouver,-123.1253409,49.2444749
1107,British University In Egypt,31.6110628,30.1188521
1108,Broegelmann Res Lab,6.943522,50.9367363
1109,Bruneck Hosp,11.9355121,46.7963194
1110,Buddhist Tzu Chi General Hospital,121.5368483,24.9852027
1111,Cadet Brigade,-61.7365658,16.0201926
1112,Cairo University,31.2058042,30.0271777
1113,Calif Hlth Sci Univ,24.59114,49.71224
1114,California State Polytechnic University Pomona,-117.8121334,34.0522824
1115,California State University Sacramento,-121.424094,38.5598752
1116,Calvin University,-85.580364,42.9320314
1117,Cambridge Health Alliance,-71.1023397,42.3745755
1118,Canc Sci Inst Singapore,103.85007,1.28967
1119,Cantonal Hosp Frauenfeld,8.89636,47.55803
1120,Cardiff Metropolitan University,-3.2127615,51.4960947
1121,Cardiopulm Inst Cpo,-70.3314,-27.36679
1122,Carver Coll Med,39.61417,24.46861
1123,Caryl Israel Englander Inst Precis Med,39.61417,24.46861
1124,Cas Ctr Excellence Mol Cell Sci,-72.225,7.76694
1125,Cas Key Lab Regenerat Biol,5.3855,45.4914
1126,Catholic Kwandong University,128.8751556,37.7362205
1127,Cdg,2.5710604,49.006875
1128,Cell Dev Biol,5.3855,45.4914
1129,Cellzome,8.7092402,49.3849023
1130,Center For Infectious Disease Research,-122.3387067,47.6212861
1131,Centers For Disease Control Taiwan,121.5226887,25.0434135
1132,Central Florida Hospital South,170.507985,-45.869527
1133,Central Institute Of Mental Health,78.4359503,17.4502821
1134,Centre For Addiction Mental Health Canada,-113.64258,60.10867
1135,Centre Jean Perrin,3.0931211,45.7579456
1136,Centre Of Postgraduate Medical Education Poland,20,52
1137,Centro De Medicina Regenerativa De Barcelona,2,41.66667
1138,Centro Hospitalar De Lisboa Ocidental Epe,5.98333,52.3475
1139,Channing Div Network Med,39.61417,24.46861
1140,Chapman University,-117.8516896,33.7933817
1141,Charge Univ Med Berlin,13.41053,52.52437
1142,Charles Perkins Ctr Hub,151.1834995,-33.8874526
1143,Charles R Drew University Of Medicine Science,-118.2423499,33.9268276
1144,Charles River Labs,35.6964304,-7.7690104
1145,Chengdu University,104.1785132,30.649049
1146,Chiesi Pharmaceuticals Inc,106.27306,38.46806
1147,Child Hlth Inst New Jersey,-74.49987,40.16706
1148,Children S Hospital Of Wisconsin,-89.3810866,43.0760176
1149,Children S Hospitals Clinics Of Minnesota,-94.25055,46.25024
1150,Children S Medical Research Institute Australia,135,-25
1151,Childrens Hosp,-71.1057172,42.3373469
1152,Childrens Hosp Buzzi,32.5691859,0.1337303
1153,Childrens Specialty Ctr Nevada,-93.2630295,44.9566847
1154,China Agricultural University,116.2745903,40.025228
1155,China Natl Clin Res Ctr Neurol Dis,12.66664,-4.19834
1156,Chinese University Of Hong Kong,114.2078634,22.4202695
1157,Chongqing University,106.459731,29.5700018
1158,Chr Metz Thionville,6.1969744,49.1136451
1159,Christie Hospital,-2.2302095,53.4296418
1160,Christie Nhs Foundation Trust,-2.2252439,53.4288251
1161,Chu Brest,-4.4800927,48.3876941
1162,Chu Clermont Ferrand,3.1085542,45.7846768
1163,Chu De Nancy,6.2024823,48.6778546
1164,Chu De Reims,4.0208439,49.2286614
1165,Chu De Rouen,1.1122964,49.4408902
1166,Chu De St Etienne,4.39,45.43389
1167,Chu Dijon Bourgogne,5.0672766,47.3201769
1168,Chu Guadeloupe,-61.5099454,16.2826127
1169,Chu Limoges,1.2367819,45.8141537
1170,Chu Martinique,-61.0386988,14.6326761
1171,Chu Nice,61.4148508,55.1444628
1172,Chu Poitiers,0.3814136,46.5592671
1173,Chu Purpan,1.4000839,43.613263
1174,Chu Tours,0.6005674,47.3246751
1175,Chung Ang University,126.96132,37.50782
1176,Cima,-115.501518,35.2358119
1177,Cincinnati Va Medical Center,-84.5085,39.1388982
1178,Ckd Pharmaceut Corp,5.86432,45.17805
1179,Clalit Health Services,35.2335512,31.7952505
1180,Clea Japan Inc,106.27306,38.46806
1181,Cleveland State University,-81.675167,41.5021445
1182,Clin Pluridisciplinaire Jules Verne,6.35215,47.39749
1183,Cold Spring Harbor Laboratory,-73.4690026,40.8605264
1184,Coll Med,-73.8106224,41.0856052
1185,Collaborat Innovat Ctr Canc Med,39.61417,24.46861
1186,Columbus Technol Serv Inc,106.27306,38.46806
1187,Commonwealth Scientific Industrial Research Organisation Csiro,115.7895708,-31.9500909
1188,Compugen Inc,106.27306,38.46806
1189,Concordia University Canada,-73.5775043,45.4955911
1190,Contrafect Corp,5.86432,45.17805
1191,Covance,-0.2569081,52.3531444
1192,Creighton University,-95.9450555,41.2658565
1193,Csic Ja Use Instituto De Biomedicina De Sevilla Ibis,67.8764,29.5448
1194,Csm,-1.8620354,49.677893
1195,Ctr Aids Res,-122.4609523,37.7699035
1196,Ctr Appl Med Res,-58.98389,-27.46056
1197,Ctr Behav Brain Sci Cbbs Magdeburg,11.62916,52.12773
1198,Ctr Cardiovasc Genet,38.5,9.06667
1199,Ctr Genom Neurodegenerat Dis,12.66664,-4.19834
1200,Ctr Hemoterapia Hemodonac Castilla Leon,-4.25,41.66667
1201,Ctr Hosp Univ Algarve,-8.25,37.16667
1202,Ctr Hosp Univ Estaing Chu Dijon Bourgogn,5.01667,47.31667
1203,Ctr Human Genet,38.5,9.06667
1204,Ctr Infect Med,39.61417,24.46861
1205,Ctr Iron Disorders,-82.3371865,34.8996074
1206,Ctr Life Sci,-82.9817473,38.7382144
1207,Ctr Mol Med L8 03,14.4647363,41.7027776
1208,Ctr Rech Clin Etienne Le Bel,-48.50444,-1.45583
1209,Ctr Reprod Med,39.61417,24.46861
1210,Ctr Transfus Albacete Cuenca,-2.13333,40.06667
1211,Cumc,-96.0312877,41.2391169
1212,Curie Inst Inserm U830,-7.41667,54.36111
1213,Cyclacel Pharmaceuticals Inc,106.27306,38.46806
1214,Cyprus Inst Neurol Genet,38.5,9.06667
1215,Cyprus Sch Mol Med,39.61417,24.46861
1216,Cytokinetics Inc,106.27306,38.46806
1217,D Youville College,-96.7600371,49.6249289
1218,Dalian University Of Technology,121.52016,38.8812564
1219,Dankook University,127.1289665,37.319288
1220,Dayton Va Med Ctr,-84.2607171,39.7428538
1221,Dell Childrens Med Ctr Cent Texas,-101.39095,35.665789
1222,Denali Therapeut Inc,106.27306,38.46806
1223,Dept Anat Regenerat Biol,5.3855,45.4914
1224,Dept Biol Sci,-72.225,7.76694
1225,Dept Cellular Mol Med,39.61417,24.46861
1226,Dept Comparat Med,39.61417,24.46861
1227,Dept Genet,38.5,9.06667
1228,Dept Internal Med I,-7.08333,18.16667
1229,Dept Mol Cell Canc Biol,5.3855,45.4914
1230,Dept Mol Cellular Biol,5.3855,45.4914
1231,Dept Otolaryngol Hns,-0.36469,51.4677
1232,Dept Pathol Lab Med,39.61417,24.46861
1233,Dfg Res Ctr Nanoscale Microscopy Mol Physiol Br,-55,-10
1234,Diabet Ctr,69.282707,41.3626096
1235,Dicle University,40.2749929,37.9044835
1236,Discoverx Corp,5.86432,45.17805
1237,Div Mol Genet,38.5,9.06667
1238,Div Pulm Allergy Crit Care Sleep Med,39.61417,24.46861
1239,Diyarbakir Training Research Hospital,-8.43056,52.47306
1240,Dktk Partner Site Dresden,13.73832,51.05089
1241,Dktk Partner Site Heidelberg,8.69079,49.40768
1242,Dktk Partner Site Munich,11.57549,48.13743
1243,Donald Danforth Plant Science Center,-90.397192,38.6742512
1244,Dong Eui University,129.0321386,35.1539803
1245,Dordt Coll,-6.56261,56.62451
1246,Dri Biosci Corp,5.86432,45.17805
1247,Drug Discovery Network Zurich,8.55,47.36667
1248,Duke Nat Univ Singapore,103.85007,1.28967
1249,Duke Natl Univ Singapore Duke Nus Med Sch,-73.93957,42.81424
1250,Duke Natl Univ Singapore Med Sch,-73.93957,42.81424
1251,Dupont Manual High Sch,-73.93957,42.81424
1252,Durham Va,-81.2812858,37.6892095
1253,Dzl,76.1667043,28.7500061
1254,East North Hertfordshire Nhs Trust,-0.2166448,51.7669801
1255,East Tennessee State University,-82.3694575,36.3022214
1256,Eastern Hlth Monash Univ,24.59114,49.71224
1257,Eastern Virginia Medical School,-76.3021167,36.8607818
1258,Ecole Nationale Veterinaire D Alfort Enva,2.4241196,48.8128687
1259,Ecole Normale Superieure De Lyon Ens De Lyon,4.84671,45.74846
1260,Ege University,27.2281857,38.4556928
1261,Eidgenoss Tech Hsch Zurich Eth,30.85062,-29.80547
1262,Emd Serono Inc,106.27306,38.46806
1263,Emek Medical Center,32.8149137,39.9232126
1264,Emergent Biosolut Inc,106.27306,38.46806
1265,En Chu Kong Hosp,121.3620494,24.9378146
1266,Eotvos Lorand University,19.0618993,47.4934799
1267,Epilepsy Ctr Hessen,9,50.55
1268,Epizyme Inc,106.27306,38.46806
1269,Equipe Labellisee Ligue 2017,120.7139,14.8936
1270,Erciyes University,35.5337566,38.7073914
1271,Ernst Moritz Arndt Universitat Greifswald,13.38786,54.09311
1272,Eskisehir Osmangazi University,-89.52536,34.36594
1273,Eugene Ruth Roberts Summer Student Acad City Ho,0.4713,6.60084
1274,Eulji University,127.1664606,37.4602297
1275,European Synchrotron Radiation Facility Esrf,5.6881053,45.2084292
1276,Evotec,-1.2920328,51.623432
1277,Ewha Womans University,126.9468925,37.5643371
1278,Eyekor Inc,106.27306,38.46806
1279,F Star,-147.8843455,64.8047138
1280,Fac Med,-78.5026487,-0.2031679
1281,Faculte Des Sciences De Tunis Fst,10.1465992,36.8338481
1282,Farmingdale State College,-73.4277778,40.7527778
1283,Fatih Sultan Mehmet Training Research Hospital,-8.43056,52.47306
1284,Fdn Appl Med Res,-58.98389,-27.46056
1285,Fdn Edo Elvo Tempia Valenta,10.84189,43.92564
1286,Fdn Food Agr Res,-58.98389,-27.46056
1287,Fdn Irccs Ca Granda Osped Maggiore Policlin Milan,9.18951,45.46427
1288,Fdn Ist Ricovero Cura Carattere Sci Irccs Ist N,31.88644,2.7373
1289,Fdn Jimenez Diaz,120.8347,15.8463
1290,Feigin Ctr,34.9851452,32.7998294
1291,Felicitex Therapeut Inc,106.27306,38.46806
1292,Fels Inst Canc Res Mol Biol,5.3855,45.4914
1293,Fenway Health,-71.1018265,42.3355145
1294,Ferrer Int Sa,45,25
1295,Fifth Peoples Hosp Wuxi,120.3206125,31.6027076
1296,First Affiliated Hosp China,111.6489762,40.8175899
1297,First Peoples Hosp Kunshan,120.95431,31.37762
1298,Firststring Res Inc,106.27306,38.46806
1299,Flamma Spa,9.529795,45.6523411
1300,Florida State University,-84.2974787,30.44236
1301,Folkhalsan Research Center,2.16667,7.25
1302,Fondat Rothschild,-89.62012,44.88719
1303,Fondazione Bruno Kessler,11.1240829,46.0626652
1304,Fondazione Citta Della Speranza,11.2962635,44.5050251
1305,Fosun Orinove Pharmatech Inc,106.27306,38.46806
1306,Foundation For Innovative New Diagnostics,32.5761771,0.3279492
1307,Fourth Peoples Hosp Nanning,108.31667,22.81667
1308,Fraunhofer Gesellschaft,11.5297126,48.1323338
1309,Frederick Natl Lab Canc Res,-58.98389,-27.46056
1310,Fu Jen Catholic University,121.4324607,25.0356527
1311,Fu Jen Catholic University Hospital,121.4313339,25.0402447
1312,Fukuoka University,130.3645137,33.5484433
1313,Fundacio Puigvert,2.1721059,41.4128482
1314,Fundacion Jimenez Diaz,-3.7192802,40.4388365
1315,Geisinger,-75.9495035,41.331003
1316,Gemen Ctr Diabet Res Dzo,-56.50056,-33.41306
1317,Genclis Sa,45,25
1318,Genencor Inc,106.27306,38.46806
1319,General Sir John Kotelawala Defence University,-89.52536,34.36594
1320,General University Hospital Prague,14.4161372,50.0889154
1321,Generat R Study Grp,-49.06861,-11.72917
1322,George Mason University,-77.3079884,38.8313333
1323,German Aerospace Centre Dlr,7.1300228,50.8515291
1324,German Red Cross Blood Donat Serv North East,-79.83422,42.21561
1325,German Red Cross Blood Serv Baden Wurttemberg Hes,-119.28946,45.84041
1326,Ggmbh Klinikum Leverkusen,6.98432,51.0303
1327,Ghu Paris Psychiatrie Neurosciences,2.3388307,48.8296833
1328,Gilead,-70.973053,44.394542
1329,Glactone Pharma Dev Ab,-117.469,52.28333
1330,Glenfield Hospital,-1.1799532,52.6550499
1331,Global Solut Infect Dis,12.66664,-4.19834
1332,Globalcures Inc,106.27306,38.46806
1333,Goce Delcev University Of Stip,22.19583,41.74583
1334,Govt Aragon,75.5003441,11.753899
1335,Graduate University For Advanced Studies Japan,140.0488673,35.6527682
1336,Grand Valley State University,-85.8862355,42.9635175
1337,Greater Los Angeles Vet Adm,-97.14363,34.17426
1338,Greenwood Genetic Center,-81.0480113,34.0079961
1339,Group Health Cooperative,-89.3941403,43.0671646
1340,Guangdong Pharmaceutical University,113.4082039,23.0595065
1341,Guangdong Prov Clin Res Ctr Urinary Dis,12.66664,-4.19834
1342,Guangdong Prov Key Lab Stem Cell Regenerat Med,39.61417,24.46861
1343,Guangdong University Of Technology,113.3982269,23.012818
1344,Guangzhou Customs,113.5800216,22.80097
1345,Guangzhou Darron Medsci Co,-104.600467,38.291025
1346,Guangzhou Higher Educ Mega Ctr,113.3947575,23.0461368
1347,Guangzhou University,113.2923509,23.0996033
1348,Guangzhou Women Childrens Med Ctr,113.3191119,23.1255194
1349,Gwu,8.766667,8.016667
1350,Gza Hosp,34.2749386,31.242997
1351,Hackensack University Medical Center,-74.0559409,40.8837051
1352,Hangzhou Normal University,120.0137379,30.2954743
1353,Harvard Initiat Rna Med,39.61417,24.46861
1354,Hasbro Children S Hospital,-8.43056,52.47306
1355,Hasselt University,5.3907337,50.9254412
1356,Havana Inst Hlth Res,-58.98389,-27.46056
1357,Hcb,-1.9777937,52.5872778
1358,Heart Research Institute,151.1821989,-33.8913393
1359,Heilig Hart Hosp Lier,4.5649876,51.1325856
1360,Heinrich Braun Klinikum Zwickau,12.5616279,50.6260757
1361,Heinrich Heine Univ Hhu,6.7935167,51.1907732
1362,Helios Amperklin Dachau,11.43402,48.26
1363,Hereditary Canc Syndrome Ctr Dresden,13.73832,51.05089
1364,Hillel Yaffe Med Ctr,34.8958776,32.451053
1365,Hiroshima Red Cross Hosp,132.3092396,34.335358
1366,Hlth Ctr Boblingen,9.01171,48.68212
1367,Hlth Sci Facil Ii,25.3731,65.31735
1368,Hong Kong Baptist University,114.2082222,22.3874201
1369,Hong Kong Polytechnic University,114.1796935,22.3044867
1370,Hosp Clin Univ Zaragoza Iis Aragon,-0.66667,41.5
1371,Hosp Gen Univ Ciudad Real,-3.92907,38.98626
1372,Hosp Geral Nova Iguacu,-43.4623287,-22.7312271
1373,Hosp Mar Med Res Inst Mm,96,21
1374,Hosp Prov Castellon,-0.0235865,39.9832503
1375,Hosp South West Jutland,9.3180562,55.9396905
1376,Hosp Special Surg Hss,75.72294,29.15394
1377,Hosp Univ Clin San Carlos,-122.26052,37.50716
1378,Hosp Univ Donostia,-1.9756864,43.3094825
1379,Hosp Univ Hm Sanchinarro,-3.70256,40.4165
1380,Hosp Univ Nino Jesus,-3.6721189,40.4127886
1381,Hospital Clinic Universitari De Valencia,-0.361987,39.4789947
1382,Hospital Corporation Of America,-85.9859022,40.0055855
1383,Hospital Germans Trias I Pujol,2.238989,41.4847192
1384,Hospital Israelita Albert Einstein,-46.7148798,-23.5996128
1385,Hospital Puerta De Hierro Majadahonda,-3.87182,40.47353
1386,Hospital Spedali Civili Brescia,10.2333866,45.5557508
1387,Hospital Universitario Ramon Y Cajal,-3.6938527,40.487358
1388,Hri,81.1225233,6.2862782
1389,Hss,115.1587771,-2.7125809
1390,Hualien Tzu Chi Hospital,121.5923786,23.9955658
1391,Hubei Polytechnic University,114.2288945,30.6421672
1392,Hubei University,115.0169777,30.2129556
1393,Humabs Biomed Sa,45,25
1394,Hunter Medical Research Institute,151.6928333,-32.9202779
1395,I2E Inc,106.3886165,38.3211525
1396,I3S Instituto De Investigacao E Inovacao Em Saude Universidade Do Porto,-70.66667,19
1397,Iacs,88.3691258,22.4981699
1398,Icrc,6.1372761,46.227745
1399,Igmm,3.865509,43.6372399
1400,Ihsan Dogramaci Bilkent University,32.7539193,39.870469
1401,Iis Hosp Puerta Hierro Segovia Arana,-2.71844,42.70071
1402,Incheon National University,126.6323937,37.3751446
1403,Indian Institute Of Technology Iit Delhi,77.1893001,28.5444176
1404,Infect Dis Div,-5.35723,5.83739
1405,Infect Dis Specialists Atlanta,-84.38798,33.749
1406,Inha University,126.6536381,37.4494587
1407,Inje University,128.9020135,35.250061
1408,Inner Mongolia University,111.5456861,40.7864425
1409,Innocrin Pharmaceut Inc,106.27306,38.46806
1410,Inotrem Sa,45,25
1411,Inrae,2.3062328,48.8607509
1412,Inria Sophia Antipolis Mediterranee,7.0688112,43.6151726
1413,Inserm S951,-1.696074,48.1192076
1414,Inserm U1167 Inst Pasteur Lille,3.05858,50.63297
1415,Inserm U955,-1.696074,48.1192076
1416,Inst Basic Med Sci,-72.225,7.76694
1417,Inst Biomed Sci,-72.225,7.76694
1418,Inst Human Genet,38.5,9.06667
1419,Inst Invest Sanitaria Princesa,-37.99333,-7.73667
1420,Inst Med Genet,38.5,9.06667
1421,Inst Natl Sci Appl Insa Cnrs 5504 Umr Insa Inst N,31.88644,2.7373
1422,Inst Univ Cardiol Pneumol Quebec,-71.99907,52.00017
1423,Institut De Recherche Pour Le Developpement Ird,28.2678275,-25.748828
1424,Institute For Research In Biomedicine Irb Barcelona,2,41.66667
1425,Institute Of Automation Cas,-7.61138,33.58831
1426,Institute Of Ecology Genetics Of Microorganisms Ural Branch Ras,49.58319,37.28077
1427,Institute Of Genetics Developmental Biology Cas,-7.61138,33.58831
1428,Institute Of High Energy Physics Cas,116.2436418,39.9110991
1429,Institute Of Post Graduate Medical Education Research Ipgmer Kolkata,88.36304,22.56263
1430,Institute Of Science Technology Austria,16.2586311,48.3109736
1431,Instituto Butantan,-46.7204089,-23.5669938
1432,Instituto Politecnico Nacional Mexico,-97.4380392,20.5249029
1433,Int Technol Pk,70,30
1434,Integrated Lab Syst Inc,106.27306,38.46806
1435,Iowa State Univ Isu,-93.6446441,42.0279101
1436,Irbm Sci Pk Spa,-81.93205,34.94957
1437,Irccs,9.2301947,45.4795585
1438,Irccs Aviano Cro,-119.5604,36.09801
1439,Irccs Istituto Dermopatico Dell Immacolata Idi,-79.15253,40.62146
1440,Irccs Istituto Di Ricerca Diagnostica E Nucleare Sdn,6.21496,61.77277
1441,Irccs Mario Negri,14.4437429,42.2216571
1442,Irccs Multimedica,9.219451,45.5357762
1443,Istanbul University Cerrahpasa,28.9397214,41.0048931
1444,Istanbul Zeynep Kamil Maternity Children S Diseases Training Research Hospital,-8.43056,52.47306
1445,Istituto Italiano Di Tecnologia Iit,8.9024141,44.4732736
1446,Isu,-93.6446441,42.0279101
1447,Iwate Medical University,-89.52536,34.36594
1448,Izmir Dr Behcet Uz Children S Disease Surgery Training Research Hospital,145.18333,-37.7
1449,Jackson Lab,-89.488785,37.847945
1450,Jaeb Center For Health Research,145.18333,-37.7
1451,Jamia Millia Islamia,77.2811647,28.5584902
1452,Janssen R D,-70.044268,-38.8962115
1453,Janssen Res Dev,-3.75,50.75
1454,Jawaharlal Nehru University New Delhi,77.1687464,28.5492078
1455,Jewish Hosp,-84.3810825,39.2069545
1456,Jiangnan University,120.2673352,31.4851218
1457,Jinan Nursing Vocat Coll,-6.56261,56.62451
1458,Jinan Univ,35.8472876,34.409886
1459,Joan Sanford Weill Dept Med,39.61417,24.46861
1460,John F Kennedy High Sch,-73.93957,42.81424
1461,Joint Clinic Research Center United Arab Emirates,54.5,23.75
1462,Juno Therapeut Inc,106.27306,38.46806
1463,Jw Creagene Corp,5.86432,45.17805
1464,Kagawa University,134.03676,34.3416186
1465,Kagoshima University,130.5440928,31.571615
1466,Kahramanmaras Sutcu Imam University,-89.52536,34.36594
1467,Kanagawa Institute Technology,139.4839981,35.5147456
1468,Kantonsspital Frauenfeld,8.9102833,47.548924
1469,Kao Corporation,1.8824502,41.5547688
1470,Kaohsiung Medical University Hospital,120.3095406,22.6463769
1471,Kaplan Medical Center,34.8687119,32.0882958
1472,Karlsruhe Institute Of Technology,8.4331256,49.1018438
1473,Kawasaki Medical School,-0.0856148,50.8641946
1474,Kearney,-98.9472344,40.4906216
1475,Keck Sch Med,39.61417,24.46861
1476,Kellogg Eye Ctr,-83.7369671,42.2879657
1477,Key Lab Organ Injury Aging Regenerat Med Hunan,111.75,27.66667
1478,Kimberly Eric J Waldman Dept Dermatol Mt Sinai,-73.02955,40.94704
1479,Kindai University Kinki University,135.7157679,34.6508654
1480,Kindernephrol Dachau,11.43402,48.26
1481,Kinemed Inc,106.27306,38.46806
1482,King Abdulaziz Medical City,46.8634374,24.7526456
1483,King Abdulaziz Medical City Riyadh,46.8634374,24.7526456
1484,King Abdullah University Of Science Technology,39.1173671,22.3223754
1485,King Khalid University Hospital,46.6218093,24.7131569
1486,King Saud Bin Abdulaziz University For Health Sciences,46.8571896,24.7570759
1487,Kit,8.4331256,49.1018438
1488,Kitasato Univ,141.2383747,40.6243397
1489,Kitasato University,141.2383747,40.6243397
1490,Kk Women S Children S Hospital,103.8460705,1.3098882
1491,Klinikum Bremen Mitte,8.840024,53.0745692
1492,Klinikum Landshut,12.1374237,48.5376922
1493,Klinikum Passau,13.4453357,48.5650356
1494,Klinikum Steinenberg,9.218334,48.483878
1495,Klinikum Stuttgart,9.1642771,48.7816463
1496,Kobe Pharmaceutical University,-89.52536,34.36594
1497,Kolling Institute Of Medical Research,145.18333,-37.7
1498,Konkuk University,127.069384,37.5403626
1499,Konkuk University Medical Center,127.0723177,37.5406198
1500,Krankenhaus Bozen,11.3107067,46.4982983
1501,Kri,33.9329411,45.6856952
1502,Kronos Bio,-2.92528,43.26271
1503,Kronos Bio Inc,106.27306,38.46806
1504,Kuopio University Hospital,27.6472614,62.8974092
1505,Kura Oncol Inc,106.27306,38.46806
1506,Kurdistan Inst Strateg Studies Sci Res,-58.98389,-27.46056
1507,Kurume University,130.5120966,33.3275214
1508,Kuwait Univ,48.0833926,29.344252
1509,Kyorin University,139.5669004,35.6774485
1510,Kyung Hee University,127.0519867,37.5971213
1511,Lab Neurobiol Genet,38.5,9.06667
1512,Labor Berlin Gmbh,13.338093,52.5415197
1513,Lancaster University,-2.7875727,54.0097537
1514,Laniado Med Ctr,35.0719385,32.818233
1515,Larner Coll Med,39.61417,24.46861
1516,Laurentian University,-80.9738711,46.4666416
1517,Lbi Cr,-74.1850509,39.6357576
1518,Le Bonheur Childrens Hosp,-90.0313146,35.1443704
1519,Leibniz Institut Fur Analytische Wissenschaften Isas,7.4104822,51.4904935
1520,Leibniz Institut Fur Neurobiologie Lin,11.6109962,52.1018483
1521,Lexington Va Medical Center,-84.5066808,38.0297516
1522,Li Ka Shing Center,-122.1758108,37.4318918
1523,Li Ka Shing Knowledge Institute,-79.3785672,43.6547419
1524,Libin Cardiovascular Institute Of Alberta,-117.469,52.28333
1525,Lieber Inst Brain Dev,-3.75,50.75
1526,Liverpool Hospital,150.9305773,-33.9202176
1527,London Health Sciences Centre,-81.2728535,43.0053635
1528,London Inst Med Sci,-72.225,7.76694
1529,Long Isl Univ,24.59114,49.71224
1530,Louisiana State University Health Sciences Center At Shreveport,-93.75018,32.52515
1531,Louisiana State University Health Sciences Center New Orleans,-90.083135,29.956837
1532,Lowell Gen Hosp,-85.3418551,42.933601
1533,Loxo Oncol Inc,106.27306,38.46806
1534,Ludwig Boltzmann Inst Rare Undiagnosed Dis,12.66664,-4.19834
1535,Ludwig Inst Canc Res Lausanne,6.63282,46.516
1536,Luxembourg Hospital Center,6.1286101,49.6123988
1537,Mackay Memorial Hospital,121.522183,25.0585404
1538,Magee Womens Research Institute,-79.9631477,40.4367688
1539,Magna Graecia University Of Catanzaro,16.60086,38.88247
1540,Makarios Med Ctr,-86.7975972,33.501999
1541,Makerere University,32.5682342,0.335151
1542,Malaghan Institute,174.7683059,-41.2909874
1543,Manchester Metropolitan University,-2.2376504,53.4714295
1544,Manhattan Eye Ear Throat Hospital,-73.963647,40.764233
1545,Marche Polytechnic University,-89.52536,34.36594
1546,Masaryk University Brno,16.6056272,49.198657
1547,Masonic Childrens Hosp,-93.2372484,44.9667326
1548,Massachusetts Gen Hosp,-83.6770045,43.0471268
1549,Massgen Inst Neurodegenerat Dis,12.66664,-4.19834
1550,Mater Research,11.336642,44.4902258
1551,Mayo Alix Sch Med,39.61417,24.46861
1552,Mayo Clin Coll Med Sci,-72.225,7.76694
1553,Mckusick Nathans Inst Genet Med,39.61417,24.46861
1554,Med Coll South Carolina,-81.63044,34.755848
1555,Med Ctr Univ Freiburg,7.8346454,47.9879443
1556,Medical Research Council Uk Mrc,-87.03528,35.61507
1557,Medical University Of Bialystok,23.16433,53.13333
1558,Medical University Of Warsaw,21.0003594,52.2251305
1559,Medstar Washington Hospital Center,-77.01536,38.92938
1560,Meiji Pharmaceutical University,-89.52536,34.36594
1561,Merck,140.8428371,36.935832
1562,Meseguer General University Hospital Morales,-76.61723,2.75701
1563,Metabolon,7.4204462,51.0123992
1564,Methodist Debakey Heart Vascular Center,2.16667,7.25
1565,Midatlant Permanente Med Grp,-49.06861,-11.72917
1566,Mie Natl Hosp,-82.3689586,29.6331077
1567,Mie University,-80.2769765,25.7148148
1568,Miltenyi Biotec,7.1820887,50.9607127
1569,Miltenyi Biotec Inc,106.27306,38.46806
1570,Ministry Of Education Of Azerbaijan Republic,-93.48019,37.12005
1571,Ministry Of Health Saudi Arabia,45,25
1572,Miriam Hospital,-71.3982729,41.8523656
1573,Miyagi Childrens Hosp,139.840415,34.980279
1574,Monash Inst Pharmaceut Sci,-72.225,7.76694
1575,Moscow Institute Of Physics Technology,38.1065153,55.6046042
1576,Motol University Hospital,-81.98413,33.47063
1577,Mount Sinai St Luke S,35,-15.5
1578,Mount Sinai West,-73.9868992,40.7697096
1579,Mrc Harwell,-1.321727,51.5752598
1580,Mrc Inst Genet Mol Med,39.61417,24.46861
1581,Mrl,74.7456456,32.3852983
1582,Muhc,-73.6016411,45.4720614
1583,Municipal Hospital Karlsruhe,8.40444,49.00937
1584,Musgrove Park Hospital,-3.1200159,51.0114785
1585,Mvz Diaverum Neubrandenburg,13.27532,53.56414
1586,Nacuity Pharmaceut Inc,106.27306,38.46806
1587,Nagara Med Ctr,-99.1599384,19.2920709
1588,Nagasaki Med Ctr,129.8686364,32.7525953
1589,Nagoya City University,136.9677806,35.1533086
1590,Nanjing University Of Aeronautics Astronautics,118.8153537,32.037419
1591,Nanjing University Of Information Science Technology,118.7059306,32.2039207
1592,Nanotherapeutics Inc,106.27306,38.46806
1593,Nantong University,120.9077926,31.9747463
1594,Nara Institute Of Science Technology,135.7335875,34.7318113
1595,Nara Medical University,135.792889,34.503917
1596,Nasa Johnson Space Center,-95.092753,29.5645716
1597,Nathan Kline Institute For Psychiatric Research,-73.9735995,41.0457779
1598,National Academy Of Sciences Ukraine,32,49
1599,National Aeronautics Space Administration Nasa,-77.0163517,38.8829042
1600,National Center For Nanoscience Technology China,105,35
1601,National Center For Neurology Psychiatry Japan,139.75309,35.68536
